"Title","City","County","State","Group","Ideology","Year","City_State_HG"
"Mississippi White Knights of the KKK","Tupelo","Lee","Mississippi","","Ku Klux Klan ",2010,"Tupelo, Mississippi"
"Mississippi White Knights of the KKK","Petal","Forrest","Mississippi","","Ku Klux Klan ",2010,"Petal, Mississippi"
"Most Holy Family Monastery","Fillmore","Allegany","New York","","Radical Traditional Catholicism ",2010,"Fillmore, New York"
"Mountain State Knights of the KKK","Hartford","Ohio","Kentucky","","Ku Klux Klan ",2010,"Hartford, Kentucky"
"MSR Productions","Wheat Ridge","Jefferson","Colorado","","Hate Music ",2010,"Wheat Ridge, Colorado"
"Nation of Islam","Akron","Summit","Ohio","Nation of Islam","",2010,"Akron, Ohio"
"Nation of Islam","Atlanta","Fulton","Georgia","Nation of Islam","",2010,"Atlanta, Georgia"
"Nation of Islam","Atlantic City","Atlantic","New Jersey","Nation of Islam","",2010,"Atlantic City, New Jersey"
"Nation of Islam","Aurora","Arapahoe","Colorado","Nation of Islam","",2010,"Aurora, Colorado"
"Nation of Islam","Austin","Travis","Texas","Nation of Islam","",2010,"Austin, Texas"
"Nation of Islam","Baltimore","Baltimore","Maryland","Nation of Islam","",2010,"Baltimore, Maryland"
"Nation of Islam","Birmingham","Jefferson","Alabama","Nation of Islam","",2010,"Birmingham, Alabama"
"Nation of Islam","Boston","Suffolk","Massachusetts","Nation of Islam","",2010,"Boston, Massachusetts"
"Nation of Islam","Bridgeport","Greater Bridgeport","Connecticut","Nation of Islam","",2010,"Bridgeport, Connecticut"
"Nation of Islam","Brooklyn","Kings","New York","Nation of Islam","",2010,"Brooklyn, New York"
"Nation of Islam","Charleston","Charleston","South Carolina","Nation of Islam","",2010,"Charleston, South Carolina"
"Nation of Islam","Charlotte","Mecklenburg","North Carolina","Nation of Islam","",2010,"Charlotte, North Carolina"
"Nation of Islam","Cincinnati","Hamilton","Ohio","Nation of Islam","",2010,"Cincinnati, Ohio"
"Nation of Islam","Columbia","Richland","South Carolina","Nation of Islam","",2010,"Columbia, South Carolina"
"Nation of Islam","Columbus","Muscogee","Georgia","Nation of Islam","",2010,"Columbus, Georgia"
"Nation of Islam","Columbus","Franklin","Ohio","Nation of Islam","",2010,"Columbus, Ohio"
"Nation of Islam","Compton","Los Angeles","California","Nation of Islam","",2010,"Compton, California"
"Nation of Islam","Dallas","Dallas","Texas","Nation of Islam","",2010,"Dallas, Texas"
"Nation of Islam","Detroit","Wayne","Michigan","Nation of Islam","",2010,"Detroit, Michigan"
"Nation of Islam","Durham","Durham","North Carolina","Nation of Islam","",2010,"Durham, North Carolina"
"Nation of Islam","Fayetteville","Cumberland","North Carolina","Nation of Islam","",2010,"Fayetteville, North Carolina"
"Nation of Islam","Flint","Genesee","Michigan","Nation of Islam","",2010,"Flint, Michigan"
"Nation of Islam","Fort Lauderdale","Broward","Florida","Nation of Islam","",2010,"Fort Lauderdale, Florida"
"Nation of Islam","Fort Worth","Tarrant","Texas","Nation of Islam","",2010,"Fort Worth, Texas"
"Nation of Islam","Fresno","Fresno","California","Nation of Islam","",2010,"Fresno, California"
"Nation of Islam","Grand Rapids","Kent","Michigan","Nation of Islam","",2010,"Grand Rapids, Michigan"
"Nation of Islam","Greensboro","Guilford","North Carolina","Nation of Islam","",2010,"Greensboro, North Carolina"
"Nation of Islam","Greenville","Washington","Mississippi","Nation of Islam","",2010,"Greenville, Mississippi"
"Nation of Islam","Greenwood","Leflore","Mississippi","Nation of Islam","",2010,"Greenwood, Mississippi"
"Nation of Islam","Harlem","Manhattan","New York","Nation of Islam","",2010,"Harlem, New York"
"Nation of Islam","Houston","Harris","Texas","Nation of Islam","",2010,"Houston, Texas"
"Nation of Islam","Indianapolis","Marion","Indiana","Nation of Islam","",2010,"Indianapolis, Indiana"
"Nation of Islam","Inland Empire","San Bernardino","California","Nation of Islam","",2010,"Inland Empire, California"
"Nation Of Islam","Jackson","Jackson","Michigan","","",2010,"Jackson, Michigan"
"Nation of Islam","Las Vegas","Clark","Nevada","Nation of Islam","",2010,"Las Vegas, Nevada"
"Nation of Islam","Little Rock","Pulaski","Arkansas","Nation of Islam","",2010,"Little Rock, Arkansas"
"Nation of Islam","Long Beach","Los Angeles","California","Nation of Islam","",2010,"Long Beach, California"
"Nation of Islam","Los Angeles","Los Angeles","California","Nation of Islam","",2010,"Los Angeles, California"
"Nation of Islam","Louisville","Jefferson","Kentucky","Nation of Islam","",2010,"Louisville, Kentucky"
"Nation of Islam","Memphis","Shelby","Tennessee","Nation of Islam","",2010,"Memphis, Tennessee"
"Nation of Islam","Miami","Miami-Dade","Florida","Nation of Islam","",2010,"Miami, Florida"
"Nation of Islam","Milwaukee","Milwaukee","Wisconsin","Nation of Islam","",2010,"Milwaukee, Wisconsin"
"Nation of Islam","Mobile","Mobile","Alabama","Nation of Islam","",2010,"Mobile, Alabama"
"Nation of Islam","Montgomery","Montgomery","Alabama","Nation of Islam","",2010,"Montgomery, Alabama"
"Nation of Islam","Nashville","Davidson","Tennessee","Nation of Islam","",2010,"Nashville, Tennessee"
"Nation of Islam","New Orleans","Orleans","Louisiana","Nation of Islam","",2010,"New Orleans, Louisiana"
"Nation of Islam","Newark","Essex","New Jersey","Nation of Islam","",2010,"Newark, New Jersey"
"Nation of Islam","Oakland","Alameda","California","Nation of Islam","",2010,"Oakland, California"
"Nation of Islam","Orlando","Orange","Florida","Nation of Islam","",2010,"Orlando, Florida"
"Nation of Islam","Philadelphia","Philadelphia","Pennsylvania","Nation of Islam","",2010,"Philadelphia, Pennsylvania"
"Nation of Islam","Phoenix","Maricopa","Arizona","Nation of Islam","",2010,"Phoenix, Arizona"
"Nation of Islam","Pine Bluff","Jefferson","Arkansas","Nation of Islam","",2010,"Pine Bluff, Arkansas"
"Nation of Islam","Pittsburgh","Allegheny","Pennsylvania","Nation of Islam","",2010,"Pittsburgh, Pennsylvania"
"Nation of Islam","Plainfield","Union","New Jersey","Nation of Islam","",2010,"Plainfield, New Jersey"
"Nation of Islam","Portland","Multnomah","Oregon","Nation of Islam","",2010,"Portland, Oregon"
"Nation of Islam","Richmond","Richmond","Virginia","Nation of Islam","",2010,"Richmond, Virginia"
"Nation of Islam","Richmond","Contra Costa","California","Nation of Islam","",2010,"Richmond, California"
"Nation of Islam","Rochester","Monroe","New York","Nation of Islam","",2010,"Rochester, New York"
"Nation of Islam","Sacramento","Sacramento","California","Nation of Islam","",2010,"Sacramento, California"
"Nation of Islam","San Diego","San Diego","California","Nation of Islam","",2010,"San Diego, California"
"Nation of Islam","San Francisco","San Francisco","California","Nation of Islam","",2010,"San Francisco, California"
"Nation of Islam","Seattle","King","Washington","Nation of Islam","",2010,"Seattle, Washington"
"Nation of Islam","Shreveport","Caddo","Louisiana","Nation of Islam","",2010,"Shreveport, Louisiana"
"Nation of Islam","Southaven","DeSoto","Mississippi","Nation of Islam","",2010,"Southaven, Mississippi"
"Nation of Islam","St. Louis","St. Louis","Missouri","Nation of Islam","",2010,"St. Louis, Missouri"
"Nation Of Islam","Stockton","San Joaquin","California","","",2010,"Stockton, California"
"Nation of Islam","Tampa","Hillsborough","Florida","Nation of Islam","",2010,"Tampa, Florida"
"Nation Of Islam","Tuscaloosa","Tuscaloosa","Alabama","","",2010,"Tuscaloosa, Alabama"
"Nation of Islam","Washington","District of Columbia","District of Columbia","Nation of Islam","",2010,"Washington, District of Columbia"
"Nation of Islam","Willingboro Township","Burlington","New Jersey","Nation of Islam","",2010,"Willingboro Township, New Jersey"
"Nation of Islam","Wilmington","New Castle","Delaware","Nation of Islam","",2010,"Wilmington, Delaware"
"Nation of Islam","Youngstown","Mahoning","Ohio","Nation of Islam","",2010,"Youngstown, Ohio"
"Nation of Islam","Chicago","Cook","Illinois","Nation of Islam","",2010,"Chicago, Illinois"
"National Alliance","Cincinnati","Hamilton","Ohio","National Alliance","Neo-Nazi",2010,"Cincinnati, Ohio"
"National Alliance","Columbus","Muscogee","Georgia","National Alliance","Neo-Nazi",2010,"Columbus, Georgia"
"National Alliance","Dallas","Dallas","Texas","National Alliance","Neo-Nazi",2010,"Dallas, Texas"
"National Alliance","Las Vegas","Clark","Nevada","National Alliance","Neo-Nazi",2010,"Las Vegas, Nevada"
"National Alliance","Parma","Cuyahoga","Ohio","National Alliance","Neo-Nazi",2010,"Parma, Ohio"
"National Alliance","Raleigh","Wake","North Carolina","National Alliance","Neo-Nazi",2010,"Raleigh, North Carolina"
"National Alliance","Sacramento","Sacramento","California","National Alliance","Neo-Nazi",2010,"Sacramento, California"
"National Alliance","Hillsboro","Pocahontas","West Virginia","National Alliance","Neo-Nazi",2010,"Hillsboro, West Virginia"
"National Black Foot Soldier Network","Ardmore","Carter","Oklahoma","","",2010,"Ardmore, Oklahoma"
"National Black Foot Soldier Network","Atlanta","Fulton","Georgia","","",2010,"Atlanta, Georgia"
"National Black Foot Soldier Network","Baltimore","Baltimore","Maryland","","",2010,"Baltimore, Maryland"
"National Black Foot Soldier Network","Beaumont","Jefferson","Texas","","",2010,"Beaumont, Texas"
"National Black Foot Soldier Network","Boston","Suffolk","Massachusetts","","",2010,"Boston, Massachusetts"
"National Black Foot Soldier Network","Chicago","Cook","Illinois","","",2010,"Chicago, Illinois"
"National Black Foot Soldier Network","Cincinnati","Hamilton","Ohio","","",2010,"Cincinnati, Ohio"
"National Black Foot Soldier Network","Dallas","Dallas","Texas","","",2010,"Dallas, Texas"
"National Black Foot Soldier Network","Detroit","Wayne","Michigan","","",2010,"Detroit, Michigan"
"National Black Foot Soldier Network","Gainesville","Alachua","Florida","","",2010,"Gainesville, Florida"
"National Black Foot Soldier Network","Houston","Harris","Texas","","",2010,"Houston, Texas"
"National Black Foot Soldier Network","Jacksonville","Duval","Florida","","",2010,"Jacksonville, Florida"
"National Black Foot Soldier Network","Jersey City","Hudson","New Jersey","","",2010,"Jersey City, New Jersey"
"National Black Foot Soldier Network","Knoxville","Knox","Tennessee","","",2010,"Knoxville, Tennessee"
"National Black Foot Soldier Network","Las Vegas","Clark","Nevada","","",2010,"Las Vegas, Nevada"
"National Black Foot Soldier Network","Little Rock","Pulaski","Arkansas","","",2010,"Little Rock, Arkansas"
"National Black Foot Soldier Network","Los Angeles","Los Angeles","California","","",2010,"Los Angeles, California"
"National Black Foot Soldier Network","Louisville","Jefferson","Kentucky","","",2010,"Louisville, Kentucky"
"National Black Foot Soldier Network","Mobile","Mobile","Alabama","","",2010,"Mobile, Alabama"
"National Black Foot Soldier Network","Muskegon","Muskegon","Michigan","","",2010,"Muskegon, Michigan"
"National Black Foot Soldier Network","New Hartford","Oneida","New York","","",2010,"New Hartford, New York"
"National Black Foot Soldier Network","Oak Park","Oakland","Michigan","","",2010,"Oak Park, Michigan"
"National Black Foot Soldier Network","Oakland","Alameda","California","","",2010,"Oakland, California"
"National Black Foot Soldier Network","Omaha","Douglas","Nebraska","","",2010,"Omaha, Nebraska"
"National Black Foot Soldier Network","Portland","Multnomah","Oregon","","",2010,"Portland, Oregon"
"National Black Foot Soldier Network","Rochester","Monroe","New York","","",2010,"Rochester, New York"
"National Black Foot Soldier Network","San Diego","San Diego","California","","",2010,"San Diego, California"
"National Black Foot Soldier Network","Sanford","Lee","North Carolina","","",2010,"Sanford, North Carolina"
"National Black Foot Soldier Network","Savannah","Chatham","Georgia","","",2010,"Savannah, Georgia"
"National Black Foot Soldier Network","Seattle","King","Washington","","",2010,"Seattle, Washington"
"National Black Foot Soldier Network","Shreveport","Caddo","Louisiana","","",2010,"Shreveport, Louisiana"
"National Black Foot Soldier Network","St. Joseph","Buchanan","Missouri","","",2010,"St. Joseph, Missouri"
"National Black Foot Soldier Network","St. Louis","St. Louis","Missouri","","",2010,"St. Louis, Missouri"
"National Black Foot Soldier Network","Taylor","Wayne","Michigan","","",2010,"Taylor, Michigan"
"National Black Foot Soldier Network","Virginia Beach","Virginia Beach","Virginia","","",2010,"Virginia Beach, Virginia"
"National Knights of the KKK","Brush Creek","Williamson","Tennessee","","Ku Klux Klan ",2010,"Brush Creek, Tennessee"
"National Knights of the KKK","Warrenville","Aiken","South Carolina","","Ku Klux Klan ",2010,"Warrenville, South Carolina"
"National Knights of the KKK","South Bend","St. Joseph","Indiana","","Ku Klux Klan ",2010,"South Bend, Indiana"
"National Policy Institute","Augusta","Richmond","Georgia","","White Nationalist ",2010,"Augusta, Georgia"
"National Prayer Network","Clackamas","Clackamas","Oregon","","General Hate ",2010,"Clackamas, Oregon"
"National Socialist American Labor Party","Newcastle","Lincoln","Maine","","Neo-Nazi",2010,"Newcastle, Maine"
"National Socialist American Labor Party","Toledo","Lucas","Ohio","","Neo-Nazi",2010,"Toledo, Ohio"
"National Socialist American Labor Party","Burbank","Los Angeles","California","","Neo-Nazi",2010,"Burbank, California"
"National Socialist Aryan Order","Davison","Genesee","Michigan","","Neo-Nazi",2010,"Davison, Michigan"
"National Socialist Freedom Movement","Tulsa","Tulsa","Oklahoma","","Neo-Nazi",2010,"Tulsa, Oklahoma"
"National Socialist German Workers Party","Lincoln","Lancaster","Nebraska","","Neo-Nazi",2010,"Lincoln, Nebraska"
"National Socialist Movement","Berlin","Green Lake","Wisconsin","National Socialist Movement","Neo-Nazi",2010,"Berlin, Wisconsin"
"National Socialist Movement","Birmingham","Burlington","New Jersey","National Socialist Movement","Neo-Nazi",2010,"Birmingham, New Jersey"
"National Socialist Movement","Brooklyn","Kings","New York","National Socialist Movement","Neo-Nazi",2010,"Brooklyn, New York"
"National Socialist Movement","Browns Mills","Burlington","New Jersey","National Socialist Movement","Neo-Nazi",2010,"Browns Mills, New Jersey"
"National Socialist Movement","Clifton","Passaic","New Jersey","National Socialist Movement","Neo-Nazi",2010,"Clifton, New Jersey"
"National Socialist Movement","Dulzura","San Diego","California","National Socialist Movement","Neo-Nazi",2010,"Dulzura, California"
"National Socialist Movement","Elkridge","Howard","Maryland","National Socialist Movement","Neo-Nazi",2010,"Elkridge, Maryland"
"National Socialist Movement","Green Bay","Brown","Wisconsin","National Socialist Movement","Neo-Nazi",2010,"Green Bay, Wisconsin"
"National Socialist Movement","Greenville","Greenville","South Carolina","National Socialist Movement","Neo-Nazi",2010,"Greenville, South Carolina"
"National Socialist Movement","Haysville","Sedgwick","Kansas","National Socialist Movement","Neo-Nazi",2010,"Haysville, Kansas"
